,game,model,experiment,episode,metric,value
6620,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Request Count,2.0
6621,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Parsed Request Count,2.0
6622,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Violated Request Count,0.0
6623,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Aborted,0.0
6624,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Success,1.0
6625,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Lose,0.0
6626,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Main Score,100.0
6627,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_27,Request Success Ratio,1.0
6628,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Generated Expression Length,113.0
6629,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Generated Expression Number of Tokens,29.0
6630,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Aborted at Player 1,0.0
6631,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Aborted at Player 2,0.0
6632,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Request Count,2.0
6633,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Parsed Request Count,2.0
6634,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Violated Request Count,0.0
6635,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Aborted,0.0
6636,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Success,1.0
6637,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Lose,0.0
6638,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Main Score,100.0
6639,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_12,Request Success Ratio,1.0
6640,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Generated Expression Length,113.0
6641,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Generated Expression Number of Tokens,29.0
6642,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Aborted at Player 1,0.0
6643,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Aborted at Player 2,0.0
6644,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Request Count,2.0
6645,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Parsed Request Count,2.0
6646,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Violated Request Count,0.0
6647,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Aborted,0.0
6648,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Success,1.0
6649,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Lose,0.0
6650,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Main Score,100.0
6651,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_13,Request Success Ratio,1.0
6652,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Generated Expression Length,119.0
6653,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Generated Expression Number of Tokens,41.0
6654,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Aborted at Player 1,0.0
6655,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Aborted at Player 2,0.0
6656,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Request Count,2.0
6657,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Parsed Request Count,2.0
6658,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Violated Request Count,0.0
6659,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Aborted,0.0
6660,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Success,0.0
6661,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Lose,1.0
6662,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Main Score,0.0
6663,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_18,Request Success Ratio,1.0
6664,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Generated Expression Length,113.0
6665,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Generated Expression Number of Tokens,30.0
6666,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Aborted at Player 1,0.0
6667,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Aborted at Player 2,0.0
6668,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Request Count,2.0
6669,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Parsed Request Count,2.0
6670,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Violated Request Count,0.0
6671,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Aborted,0.0
6672,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Success,1.0
6673,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Lose,0.0
6674,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Main Score,100.0
6675,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_8,Request Success Ratio,1.0
6676,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Generated Expression Length,113.0
6677,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Generated Expression Number of Tokens,31.0
6678,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Aborted at Player 1,0.0
6679,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Aborted at Player 2,0.0
6680,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Request Count,2.0
6681,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Parsed Request Count,2.0
6682,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Violated Request Count,0.0
6683,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Aborted,0.0
6684,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Success,1.0
6685,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Lose,0.0
6686,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Main Score,100.0
6687,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_4,Request Success Ratio,1.0
6688,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Generated Expression Length,113.0
6689,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Generated Expression Number of Tokens,31.0
6690,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Aborted at Player 1,0.0
6691,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Aborted at Player 2,0.0
6692,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Request Count,2.0
6693,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Parsed Request Count,2.0
6694,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Violated Request Count,0.0
6695,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Aborted,0.0
6696,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Success,1.0
6697,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Lose,0.0
6698,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Main Score,100.0
6699,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_5,Request Success Ratio,1.0
6700,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Generated Expression Length,122.0
6701,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Generated Expression Number of Tokens,33.0
6702,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Aborted at Player 1,0.0
6703,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Aborted at Player 2,0.0
6704,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Request Count,2.0
6705,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Parsed Request Count,2.0
6706,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Violated Request Count,0.0
6707,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Aborted,0.0
6708,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Success,1.0
6709,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Lose,0.0
6710,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Main Score,100.0
6711,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_0,Request Success Ratio,1.0
6712,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Generated Expression Length,106.0
6713,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Generated Expression Number of Tokens,33.0
6714,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Aborted at Player 1,0.0
6715,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Aborted at Player 2,0.0
6716,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Request Count,2.0
6717,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Parsed Request Count,2.0
6718,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Violated Request Count,0.0
6719,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Aborted,0.0
6720,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Success,1.0
6721,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Lose,0.0
6722,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Main Score,100.0
6723,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_11,Request Success Ratio,1.0
6724,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Generated Expression Length,119.0
6725,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Generated Expression Number of Tokens,41.0
6726,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Aborted at Player 1,0.0
6727,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Aborted at Player 2,0.0
6728,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Request Count,2.0
6729,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Parsed Request Count,2.0
6730,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Violated Request Count,0.0
6731,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Aborted,0.0
6732,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Success,0.0
6733,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Lose,1.0
6734,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Main Score,0.0
6735,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_20,Request Success Ratio,1.0
6736,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Generated Expression Length,106.0
6737,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Generated Expression Number of Tokens,33.0
6738,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Aborted at Player 1,0.0
6739,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Aborted at Player 2,0.0
6740,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Request Count,2.0
6741,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Parsed Request Count,2.0
6742,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Violated Request Count,0.0
6743,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Aborted,0.0
6744,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Success,1.0
6745,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Lose,0.0
6746,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Main Score,100.0
6747,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_9,Request Success Ratio,1.0
6748,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Generated Expression Length,113.0
6749,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Generated Expression Number of Tokens,29.0
6750,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Aborted at Player 1,0.0
6751,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Aborted at Player 2,0.0
6752,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Request Count,2.0
6753,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Parsed Request Count,2.0
6754,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Violated Request Count,0.0
6755,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Aborted,0.0
6756,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Success,0.0
6757,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Lose,1.0
6758,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Main Score,0.0
6759,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,5_random_grids,episode_23,Request Success Ratio,1.0
6760,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Generated Expression Length,48.0
6761,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Generated Expression Number of Tokens,9.0
6762,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Aborted at Player 1,0.0
6763,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Aborted at Player 2,0.0
6764,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Request Count,2.0
6765,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Parsed Request Count,2.0
6766,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Violated Request Count,0.0
6767,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Aborted,0.0
6768,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Success,1.0
6769,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Lose,0.0
6770,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Main Score,100.0
6771,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_17,Request Success Ratio,1.0
6772,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Generated Expression Length,52.0
6773,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Generated Expression Number of Tokens,10.0
6774,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Aborted at Player 1,0.0
6775,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Aborted at Player 2,0.0
6776,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Request Count,2.0
6777,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Parsed Request Count,2.0
6778,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Violated Request Count,0.0
6779,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Aborted,0.0
6780,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Success,0.0
6781,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Lose,1.0
6782,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Main Score,0.0
6783,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_28,Request Success Ratio,1.0
6784,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_2,Generated Expression Length,48.0
6785,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_2,Generated Expression Number of Tokens,8.0
6786,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_2,Aborted at Player 1,0.0
6787,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_2,Aborted at Player 2,0.0
6788,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_2,Request Count,2.0
6789,referencegame,Meta-Llama-3.1-70B-Instruct-t0.0--Meta-Llama-3.1-70B-Instruct-t0.0,1_line_grids_columns,episode_2,Parsed Request Count,2.0
